LocalTime,Symbol,EventType,Side,FillSize,FillPrice,FillExchange,SymbolBought,SymbolSold,SymbolPosition,SymbolNotional,ExchangeBought,ExchangeSold,TotalBought,TotalSold,TotalBoughtNotional,TotalSoldNotional
9:53:49.000,UGH,TRADE,b,7112,8.03,NASDAQ,7112,7112,0,57109.35999999999,151804,257562,407844,293323,2373221.5799999996,1721253.27
9:54:37.000,W,TRADE,t,7112,6.00,NYSE,0,7112,-7112,42672.0,256040,42873,407844,300435,2373221.5799999996,1763925.27
9:55:10.000,W,TRADE,b,7112,6.00,NASDAQ,7112,7112,0,42672.0,158916,257562,414956,300435,2415893.5799999996,1763925.27
9:56:07.000,W,TRADE,t,7112,6.00,NASDAQ,7112,14224,-7112,42672.0,158916,264674,414956,307547,2415893.5799999996,1806597.27
9:56:20.000,W,TRADE,b,7112,6.00,NASDAQ,14224,14224,0,42672.0,166028,264674,422068,307547,2458565.5799999996,1806597.27
9:56:53.000,MK,TRADE,b,21336,2.52,NYSE,21336,0,21336,53766.72,277376,42873,443404,307547,2512332.3,1806597.27
9:57:49.000,MK,TRADE,b,7112,2.52,NYSE,28448,0,28448,17922.24,284488,42873,450516,307547,2530254.54,1806597.27
9:58:05.000,MK,TRADE,t,21336,2.53,NASDAQ,28448,21336,7112,53980.079999999994,166028,286010,450516,328883,2530254.54,1860577.35
9:58:46.000,MK,TRADE,t,7112,2.53,NASDAQ,28448,28448,0,17993.359999999997,166028,293122,450516,335995,2530254.54,1878570.7100000002
9:59:42.000,LMA,TRADE,t,6472,5.78,NYSE,0,6472,-6472,37408.16,284488,49345,450516,342467,2530254.54,1915978.87
9:59:47.000,LMA,TRADE,t,640,5.78,NYSE,0,7112,-7112,3699.2000000000003,284488,49985,450516,343107,2530254.54,1919678.07
10:00:44.000,LMA,TRADE,b,7112,5.77,NASDAQ,7112,7112,0,41036.24,173140,293122,457628,343107,2571290.7800000003,1919678.07
10:01:11.000,LMA,TRADE,b,7112,7.61,NASDAQ,14224,7112,7112,54122.32,180252,293122,464740,343107,2625413.1,1919678.07
10:01:42.000,LMA,TRADE,t,7112,7.61,NASDAQ,14224,14224,0,54122.32,180252,300234,464740,350219,2625413.1,1973800.3900000001
10:02:13.000,ZEU,TRADE,b,7112,14.87,NASDAQ,7112,0,7112,105755.43999999999,187364,300234,471852,350219,2731168.54,1973800.3900000001
10:02:19.000,ZEU,TRADE,t,7112,14.87,NASDAQ,7112,7112,0,105755.43999999999,187364,307346,471852,357331,2731168.54,2079555.83
10:02:39.000,RPY,TRADE,t,7112,5.82,NASDAQ,400132,292523,107609,41391.840000000004,187364,314458,471852,364443,2731168.54,2120947.67
10:03:20.000,RPY,TRADE,b,7112,5.82,NASDAQ,407244,292523,114721,41391.840000000004,194476,314458,478964,364443,2772560.38,2120947.67
10:03:34.000,LMA,TRADE,t,7112,20.95,NYSE,14224,21336,-7112,148996.4,284488,57097,478964,371555,2772560.38,2269944.07
10:04:32.000,LMA,TRADE,t,7112,20.95,NYSE,14224,28448,-14224,148996.4,284488,64209,478964,378667,2772560.38,2418940.4699999997
10:04:45.000,LMA,TRADE,t,21336,20.95,NASDAQ,14224,49784,-35560,446989.2,194476,335794,478964,400003,2772560.38,2865929.67
10:04:57.000,LMA,TRADE,b,21336,7.03,NYSE,35560,49784,-14224,149992.08000000002,305824,64209,500300,400003,2922552.46,2865929.67
10:05:23.000,LMA,TRADE,t,7112,7.03,NASDAQ,35560,56896,-21336,49997.36,194476,342906,500300,407115,2922552.46,2915927.03
10:06:17.000,LMA,TRADE,t,14224,7.03,NASDAQ,35560,71120,-35560,99994.72,194476,357130,500300,421339,2922552.46,3015921.75
10:06:41.000,LMA,TRADE,b,14224,7.03,NYSE,49784,71120,-21336,99994.72,320048,64209,514524,421339,3022547.18,3015921.75
10:07:22.000,LMA,TRADE,t,14224,7.04,NASDAQ,49784,85344,-35560,100136.96,194476,371354,514524,435563,3022547.18,3116058.71
10:07:27.000,LMA,TRADE,b,7112,7.03,NASDAQ,56896,85344,-28448,49997.36,201588,371354,521636,435563,3072544.54,3116058.71
10:08:05.000,LMA,TRADE,b,7112,7.03,NASDAQ,64008,85344,-21336,49997.36,208700,371354,528748,435563,3122541.9,3116058.71
10:08:37.000,LMA,TRADE,t,7112,7.04,NASDAQ,64008,92456,-28448,50068.48,208700,378466,528748,442675,3122541.9,3166127.19
10:09:04.000,LMA,TRADE,t,7112,7.04,NASDAQ,64008,99568,-35560,50068.48,208700,385578,528748,449787,3122541.9,3216195.67
10:09:09.000,LMA,TRADE,b,3556,7.04,NYSE,67564,99568,-32004,25034.24,323604,64209,532304,449787,3147576.14,3216195.67
10:09:34.000,LMA,TRADE,t,3556,7.04,NYSE,67564,103124,-35560,25034.24,323604,67765,532304,453343,3147576.14,3241229.91
10:10:03.000,LMA,TRADE,b,7112,7.04,NYSE,74676,103124,-28448,50068.48,330716,67765,539416,453343,3197644.62,3241229.91
10:10:31.000,LMA,TRADE,b,7112,7.04,NASDAQ,81788,103124,-21336,50068.48,215812,385578,546528,453343,3247713.1,3241229.91
10:10:43.000,LMA,TRADE,b,7112,7.04,NASDAQ,88900,103124,-14224,50068.48,222924,385578,553640,453343,3297781.58,3241229.91
10:11:32.000,LMA,TRADE,t,7112,7.04,NASDAQ,88900,110236,-21336,50068.48,222924,392690,553640,460455,3297781.58,3291298.39
10:11:38.000,LMA,TRADE,t,7112,7.04,NASDAQ,88900,117348,-28448,50068.48,222924,399802,553640,467567,3297781.58,3341366.87
10:12:27.000,LMA,TRADE,t,7112,7.04,NASDAQ,88900,124460,-35560,50068.48,222924,406914,553640,474679,3297781.58,3391435.35
10:12:28.000,LMA,TRADE,b,21336,7.04,NYSE,110236,124460,-14224,150205.44,352052,67765,574976,474679,3447987.02,3391435.35
10:12:59.000,LMA,TRADE,t,21336,7.04,NASDAQ,110236,145796,-35560,150205.44,222924,428250,574976,496015,3447987.02,3541640.79
10:13:09.000,LMA,TRADE,b,7112,7.05,NYSE,117348,145796,-28448,50139.6,359164,67765,582088,496015,3498126.62,3541640.79
10:13:15.000,LMA,TRADE,t,7112,7.05,NASDAQ,117348,152908,-35560,50139.6,222924,435362,582088,503127,3498126.62,3591780.39
10:14:15.000,LMA,TRADE,b,7112,7.06,NYSE,124460,152908,-28448,50210.719999999994,366276,67765,589200,503127,3548337.3400000003,3591780.39
10:14:35.000,LMA,TRADE,t,7112,7.07,NASDAQ,124460,160020,-35560,50281.840000000004,222924,442474,589200,510239,3548337.3400000003,3642062.23
10:15:21.000,LMA,TRADE,b,7112,7.07,NYSE,131572,160020,-28448,50281.840000000004,373388,67765,596312,510239,3598619.18,3642062.23
10:15:48.000,LMA,TRADE,t,7112,7.07,NASDAQ,131572,167132,-35560,50281.840000000004,222924,449586,596312,517351,3598619.18,3692344.07
10:15:53.000,ALY,TRADE,t,7112,9.39,NYSE,0,7112,-7112,66781.68000000001,373388,74877,596312,524463,3598619.18,3759125.75
10:16:32.000,ALY,TRADE,b,7112,9.38,NASDAQ,7112,7112,0,66710.56000000001,230036,449586,603424,524463,3665329.74,3759125.75
10:16:47.000,ALY,TRADE,t,7112,9.39,NASDAQ,7112,14224,-7112,66781.68000000001,230036,456698,603424,531575,3665329.74,3825907.43
10:17:34.000,ALY,TRADE,b,7112,9.38,NASDAQ,14224,14224,0,66710.56000000001,237148,456698,610536,531575,3732040.3000000003,3825907.43
10:18:27.000,LMA,TRADE,b,14224,7.03,NASDAQ,145796,167132,-21336,99994.72,251372,456698,624760,531575,3832035.0200000005,3825907.43
10:18:53.000,LMA,TRADE,t,7112,7.03,NASDAQ,145796,174244,-28448,49997.36,251372,463810,624760,538687,3832035.0200000005,3875904.79
10:19:30.000,LMA,TRADE,t,7112,7.03,NASDAQ,145796,181356,-35560,49997.36,251372,470922,624760,545799,3832035.0200000005,3925902.15
10:20:00.000,W,TRADE,t,7112,5.75,NASDAQ,14224,21336,-7112,40894.0,251372,478034,624760,552911,3832035.0200000005,3966796.15
10:20:56.000,W,TRADE,t,7112,5.75,NYSE,14224,28448,-14224,40894.0,373388,81989,624760,560023,3832035.0200000005,4007690.15
10:20:58.000,W,TRADE,b,7112,5.75,NASDAQ,21336,28448,-7112,40894.0,258484,478034,631872,560023,3872929.0200000005,4007690.15
10:21:13.000,W,TRADE,b,7112,5.75,NASDAQ,28448,28448,0,40894.0,265596,478034,638984,560023,3913823.0200000005,4007690.15
10:21:30.000,LMA,TRADE,t,7112,2.22,NASDAQ,145796,188468,-42672,15788.640000000001,265596,485146,638984,567135,3913823.0200000005,4023478.79
10:21:35.000,LMA,TRADE,t,7112,2.22,NYSE,145796,195580,-49784,15788.640000000001,373388,89101,638984,574247,3913823.0200000005,4039267.43
10:22:35.000,LMA,TRADE,b,7112,2.22,NASDAQ,152908,195580,-42672,15788.640000000001,272708,485146,646096,574247,3929611.6600000006,4039267.43
10:23:00.000,LMA,TRADE,t,7112,2.22,NASDAQ,152908,202692,-49784,15788.640000000001,272708,492258,646096,581359,3929611.6600000006,4055056.0700000003
10:23:48.000,LMA,TRADE,b,7112,10.62,NYSE,160020,202692,-42672,75529.43999999999,380500,89101,653208,581359,4005141.1000000006,4055056.0700000003
10:23:51.000,LMA,TRADE,t,7112,7.04,NASDAQ,160020,209804,-49784,50068.48,272708,499370,653208,588471,4005141.1000000006,4105124.5500000003
10:24:03.000,LMA,TRADE,b,7112,7.04,NASDAQ,167132,209804,-42672,50068.48,279820,499370,660320,588471,4055209.5800000005,4105124.5500000003
10:24:52.000,LMA,TRADE,t,7112,10.62,NASDAQ,167132,216916,-49784,75529.43999999999,279820,506482,660320,595583,4055209.5800000005,4180653.99
10:25:36.000,H,TRADE,b,7112,8.27,NASDAQ,7112,0,7112,58816.24,286932,506482,667432,595583,4114025.8200000008,4180653.99
10:26:28.000,H,TRADE,b,7112,8.27,NYSE,14224,0,14224,58816.24,387612,89101,674544,595583,4172842.060000001,4180653.99
10:26:43.000,H,TRADE,t,7112,8.27,NASDAQ,14224,7112,7112,58816.24,286932,513594,674544,602695,4172842.060000001,4239470.23
10:27:10.000,H,TRADE,t,7112,8.27,NASDAQ,14224,14224,0,58816.24,286932,520706,674544,609807,4172842.060000001,4298286.470000001
10:27:30.000,H,TRADE,b,7112,8.27,NASDAQ,21336,14224,7112,58816.24,294044,520706,681656,609807,4231658.300000001,4298286.470000001
10:27:59.000,H,TRADE,t,7112,8.27,NASDAQ,21336,21336,0,58816.24,294044,527818,681656,616919,4231658.300000001,4357102.710000001
10:28:18.000,H,TRADE,b,7112,8.27,NASDAQ,28448,21336,7112,58816.24,301156,527818,688768,616919,4290474.540000001,4357102.710000001
10:28:49.000,H,TRADE,t,7112,8.27,NASDAQ,28448,28448,0,58816.24,301156,534930,688768,624031,4290474.540000001,4415918.950000001
10:29:38.000,LMA,TRADE,b,14011,20.98,NYSE,181143,216916,-35773,293950.78,401623,89101,702779,624031,4584425.320000001,4415918.950000001
10:30:23.000,LMA,TRADE,b,14224,20.98,NASDAQ,195367,216916,-21549,298419.52,315380,534930,717003,624031,4882844.840000002,4415918.950000001
10:30:59.000,LMA,TRADE,b,355,20.98,NASDAQ,195722,216916,-21194,7447.900000000001,315735,534930,717358,624031,4890292.740000002,4415918.950000001
10:31:34.000,LMA,TRADE,b,6970,20.98,NASDAQ,202692,216916,-14224,146230.6,322705,534930,724328,624031,5036523.340000002,4415918.950000001
10:32:19.000,LMA,TRADE,b,14224,2.22,NASDAQ,216916,216916,0,31577.280000000002,336929,534930,738552,624031,5068100.620000002,4415918.950000001
10:32:53.000,LMA,TRADE,t,7112,2.22,NASDAQ,216916,224028,-7112,15788.640000000001,336929,542042,738552,631143,5068100.620000002,4431707.590000001
10:33:17.000,LMA,TRADE,t,7112,2.22,NYSE,216916,231140,-14224,15788.640000000001,401623,96213,738552,638255,5068100.620000002,4447496.23
10:33:30.000,LMA,TRADE,b,7112,2.22,NASDAQ,224028,231140,-7112,15788.640000000001,344041,542042,745664,638255,5083889.260000002,4447496.23
10:33:47.000,LMA,TRADE,b,7112,2.22,NASDAQ,231140,231140,0,15788.640000000001,351153,542042,752776,638255,5099677.900000001,4447496.23
10:34:03.000,LMA,TRADE,t,7112,2.22,NASDAQ,231140,238252,-7112,15788.640000000001,351153,549154,752776,645367,5099677.900000001,4463284.87
10:34:08.000,LMA,TRADE,b,7112,2.22,NASDAQ,238252,238252,0,15788.640000000001,358265,549154,759888,645367,5115466.540000001,4463284.87
10:34:54.000,LMA,TRADE,b,85347,2.55,NASDAQ,323599,238252,85347,217634.84999999998,443612,549154,845235,645367,5333101.390000001,4463284.87
10:35:15.000,LMA,TRADE,b,7112,2.55,NYSE,330711,238252,92459,18135.6,408735,96213,852347,645367,5351236.99,4463284.87
10:36:07.000,LMA,TRADE,b,7112,2.55,NYSE,337823,238252,99571,18135.6,415847,96213,859459,645367,5369372.59,4463284.87
10:36:47.000,LMA,TRADE,b,7112,2.55,NASDAQ,344935,238252,106683,18135.6,450724,549154,866571,645367,5387508.1899999995,4463284.87
10:37:42.000,LMA,TRADE,b,7112,2.55,NYSE,352047,238252,113795,18135.6,422959,96213,873683,645367,5405643.789999999,4463284.87
10:38:18.000,LMA,TRADE,b,92459,2.55,NYSE,444506,238252,206254,235770.44999999998,515418,96213,966142,645367,5641414.239999999,4463284.87
10:39:07.000,LMA,TRADE,t,85347,2.55,NASDAQ,444506,323599,120907,217634.84999999998,450724,634501,966142,730714,5641414.239999999,4680919.72
10:39:34.000,LMA,TRADE,t,7112,2.55,NASDAQ,444506,330711,113795,18135.6,450724,641613,966142,737826,5641414.239999999,4699055.319999999
10:40:33.000,LMA,TRADE,b,7112,2.55,NASDAQ,451618,330711,120907,18135.6,457836,641613,973254,737826,5659549.839999999,4699055.319999999
10:41:20.000,LMA,TRADE,b,78235,2.54,NASDAQ,529853,330711,199142,198716.9,536071,641613,1051489,737826,5858266.739999999,4699055.319999999
10:41:37.000,LMA,TRADE,b,7112,2.55,NASDAQ,536965,330711,206254,18135.6,543183,641613,1058601,737826,5876402.339999999,4699055.319999999
10:41:42.000,LMA,TRADE,t,7112,2.55,NASDAQ,536965,337823,199142,18135.6,543183,648725,1058601,744938,5876402.339999999,4717190.919999999
10:42:27.000,LMA,TRADE,t,7112,2.55,NASDAQ,536965,344935,192030,18135.6,543183,655837,1058601,752050,5876402.339999999,4735326.519999999
10:42:54.000,LMA,TRADE,t,7112,2.55,NASDAQ,536965,352047,184918,18135.6,543183,662949,1058601,759162,5876402.339999999,4753462.119999998
10:43:36.000,LMA,TRADE,t,92459,2.55,NASDAQ,536965,444506,92459,235770.44999999998,543183,755408,1058601,851621,5876402.339999999,4989232.569999998
10:44:19.000,LMA,TRADE,t,7112,2.55,NASDAQ,536965,451618,85347,18135.6,543183,762520,1058601,858733,5876402.339999999,5007368.169999998
10:44:50.000,LMA,TRADE,t,7112,2.55,NASDAQ,536965,458730,78235,18135.6,543183,769632,1058601,865845,5876402.339999999,5025503.769999998
10:45:15.000,LMA,TRADE,t,78235,2.55,NASDAQ,536965,536965,0,199499.25,543183,847867,1058601,944080,5876402.339999999,5225003.019999998
10:46:01.000,LMA,TRADE,b,85347,2.54,NASDAQ,622312,536965,85347,216781.38,628530,847867,1143948,944080,6093183.719999999,5225003.019999998
10:46:53.000,LMA,TRADE,t,14224,2.55,NASDAQ,622312,551189,71123,36271.2,628530,862091,1143948,958304,6093183.719999999,5261274.219999998
10:47:11.000,LMA,TRADE,t,71123,2.55,NASDAQ,622312,622312,0,181363.65,628530,933214,1143948,1029427,6093183.719999999,5442637.869999998
10:47:54.000,LMA,TRADE,b,7112,4.69,NASDAQ,629424,622312,7112,33355.280000000006,635642,933214,1151060,1029427,6126538.999999999,5442637.869999998
10:48:07.000,LMA,TRADE,t,7112,4.70,NASDAQ,629424,629424,0,33426.4,635642,940326,1151060,1036539,6126538.999999999,5476064.269999999
10:48:13.000,LMA,TRADE,b,7112,4.70,NYSE,636536,629424,7112,33426.4,522530,96213,1158172,1036539,6159965.399999999,5476064.269999999
10:48:37.000,LMA,TRADE,t,7112,4.70,NASDAQ,636536,636536,0,33426.4,635642,947438,1158172,1043651,6159965.399999999,5509490.669999999
10:49:36.000,LMA,TRADE,t,7112,10.05,NYSE,636536,643648,-7112,71475.6,522530,103325,1158172,1050763,6159965.399999999,5580966.269999999
10:49:45.000,LMA,TRADE,b,7112,10.05,NASDAQ,643648,643648,0,71475.6,642754,947438,1165284,1050763,6231440.999999999,5580966.269999999
10:49:52.000,S,TRADE,b,14224,5.39,NASDAQ,14224,0,14224,76667.36,656978,947438,1179508,1050763,6308108.359999999,5580966.269999999
10:50:09.000,S,TRADE,t,14224,5.39,NASDAQ,14224,14224,0,76667.36,656978,961662,1179508,1064987,6308108.359999999,5657633.629999999
10:51:01.000,ALY,TRADE,t,7112,9.42,NYSE,14224,21336,-7112,66995.04,522530,110437,1179508,1072099,6308108.359999999,5724628.669999999
10:51:39.000,ALY,TRADE,t,7112,9.42,NASDAQ,14224,28448,-14224,66995.04,656978,968774,1179508,1079211,6308108.359999999,5791623.709999999
10:52:26.000,ALY,TRADE,b,7112,9.42,NASDAQ,21336,28448,-7112,66995.04,664090,968774,1186620,1079211,6375103.399999999,5791623.709999999
10:52:44.000,ALY,TRADE,b,7112,9.42,NASDAQ,28448,28448,0,66995.04,671202,968774,1193732,1079211,6442098.4399999995,5791623.709999999
10:53:27.000,LMA,TRADE,t,7112,9.94,NYSE,643648,650760,-7112,70693.28,522530,117549,1193732,1086323,6442098.4399999995,5862316.989999999
10:54:12.000,LMA,TRADE,b,7112,9.94,NASDAQ,650760,650760,0,70693.28,678314,968774,1200844,1086323,6512791.72,5862316.989999999
10:54:45.000,ALY,TRADE,t,7112,9.41,NYSE,28448,35560,-7112,66923.92,522530,124661,1200844,1093435,6512791.72,5929240.909999999
10:54:59.000,ALY,TRADE,t,7112,9.41,NYSE,28448,42672,-14224,66923.92,522530,131773,1200844,1100547,6512791.72,5996164.829999999
10:55:00.000,ALY,TRADE,b,7112,9.41,NASDAQ,35560,42672,-7112,66923.92,685426,968774,1207956,1100547,6579715.64,5996164.829999999
10:55:09.000,ALY,TRADE,t,7112,9.41,NASDAQ,35560,49784,-14224,66923.92,685426,975886,1207956,1107659,6579715.64,6063088.749999999
10:55:16.000,ALY,TRADE,b,7112,9.41,NASDAQ,42672,49784,-7112,66923.92,692538,975886,1215068,1107659,6646639.56,6063088.749999999
10:55:39.000,ALY,TRADE,b,7112,9.41,NASDAQ,49784,49784,0,66923.92,699650,975886,1222180,1107659,6713563.4799999995,6063088.749999999
10:56:04.000,LMA,TRADE,b,56898,1.03,NASDAQ,707658,650760,56898,58604.94,756548,975886,1279078,1107659,6772168.42,6063088.749999999
10:56:16.000,LMA,TRADE,t,7112,1.03,NASDAQ,707658,657872,49786,7325.360000000001,756548,982998,1279078,1114771,6772168.42,6070414.109999999
10:56:46.000,LMA,TRADE,t,49786,1.03,NASDAQ,707658,707658,0,51279.58,756548,1032784,1279078,1164557,6772168.42,6121693.6899999995
10:57:42.000,H,TRADE,b,28449,8.25,NASDAQ,56897,28448,28449,234704.25,784997,1032784,1307527,1164557,7006872.67,6121693.6899999995
10:57:52.000,H,TRADE,b,28449,8.25,NYSE,85346,28448,56898,234704.25,550979,131773,1335976,1164557,7241576.92,6121693.6899999995
10:58:50.000,H,TRADE,t,7112,8.26,NASDAQ,85346,35560,49786,58745.119999999995,784997,1039896,1335976,1171669,7241576.92,6180438.81
10:58:51.000,H,TRADE,t,21336,8.26,NASDAQ,85346,56896,28450,176235.36,784997,1061232,1335976,1193005,7241576.92,6356674.17
10:59:16.000,H,TRADE,t,28449,8.26,NASDAQ,85346,85345,1,234988.74,784997,1089681,1335976,1221454,7241576.92,6591662.91
11:00:03.000,H,TRADE,b,28449,8.25,NASDAQ,113795,85345,28450,234704.25,813446,1089681,1364425,1221454,7476281.17,6591662.91
11:01:02.000,H,TRADE,t,28449,8.26,NASDAQ,113795,113794,1,234988.74,813446,1118130,1364425,1249903,7476281.17,6826651.65
11:01:59.000,S,TRADE,b,7112,5.39,NASDAQ,21336,14224,7112,38333.68,820558,1118130,1371537,1249903,7514614.85,6826651.65
11:02:03.000,S,TRADE,t,7112,5.39,NASDAQ,21336,21336,0,38333.68,820558,1125242,1371537,1257015,7514614.85,6864985.33
11:02:39.000,S,TRADE,b,7112,2.17,NYSE,28448,21336,7112,15433.039999999999,558091,131773,1378649,1257015,7530047.89,6864985.33
11:03:33.000,S,TRADE,b,7112,2.17,NYSE,35560,21336,14224,15433.039999999999,565203,131773,1385761,1257015,7545480.93,6864985.33
11:04:03.000,S,TRADE,b,7112,2.17,NASDAQ,42672,21336,21336,15433.039999999999,827670,1125242,1392873,1257015,7560913.97,6864985.33
11:04:18.000,S,TRADE,b,7112,2.17,NYSE,49784,21336,28448,15433.039999999999,572315,131773,1399985,1257015,7576347.01,6864985.33
11:05:09.000,S,TRADE,s,7112,2.18,NASDAQ,49784,28448,21336,15504.160000000002,827670,1132354,1399985,1264127,7576347.01,6880489.49
11:05:39.000,S,TRADE,b,14224,2.17,NYSE,64008,28448,35560,30866.079999999998,586539,131773,1414209,1264127,7607213.09,6880489.49
11:06:00.000,S,TRADE,b,7112,2.17,NYSE,71120,28448,42672,15433.039999999999,593651,131773,1421321,1264127,7622646.13,6880489.49
11:06:14.000,S,TRADE,b,7112,2.17,NYSE,78232,28448,49784,15433.039999999999,600763,131773,1428433,1264127,7638079.17,6880489.49
